tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
73,eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit,0,1,0,0,0,0,0,0,0,0,0
74,yo fuck skateboarding all you all some wood pushing faggots man ball is life,0,1,0,0,0,0,0,0,0,0,0
75,baby monkey bathtime awwwwe this is soooo adorable,0,1,0,0,0,0,0,0,0,0,0
76,i ain t shit damn skippy lol,0,1,0,0,0,0,0,0,0,0,0
77,you ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy no bs must b chance,0,1,0,0,0,0,0,0,0,0,0
78,rings mvps bitches lol,0,1,0,0,0,0,0,0,0,0,0
79,people talk bad about the ghetto hood but as a kid growing up a nigga had funnnnnnn,0,1,0,0,0,0,0,0,0,0,0
80,the facts on tattoos tattoo he is a pussy with not tattooing them nipples,0,1,0,0,0,0,0,0,0,0,0
81,bitches be wanting to act like niggas so bad that shit ai not cuteeeee but niggas act like bitches,0,1,0,0,0,0,0,0,0,0,0
83,wow i am lost are those buttcheek piercings yeah she is a hoe,0,1,0,0,0,0,0,0,0,0,0
84,ok sis she d rather be a broke bitch shrugs she will have to tell me how it works for her,0,1,0,0,0,0,0,0,0,0,0
85,queer gaywad,0,1,0,0,0,0,0,0,0,0,0
87,faggot read my tweets after dat k it wasn t even funny lol,0,1,0,0,0,0,0,0,0,0,0
88,this bitch was so ungrateful fr lulwhore,0,1,0,0,0,0,0,0,0,0,0
89,i been kidnapped yo bitch,0,1,0,0,0,0,0,0,0,0,0
90,alsarabsss he is a beaner smh you can tell he is a mexican,0,1,0,0,0,0,0,0,0,0,0
91,happy birthday nigs thanks yo,0,1,0,0,0,0,0,0,0,0,0
93,that nigga was eating that hoe lol hell yea lol john paul nigga said john paul,0,1,0,0,0,0,0,0,0,0,0
95,leafs better win this damn game so i can go riot and shit early christmas you better start looting my nig,0,1,0,0,0,0,0,0,0,0,0
96,going back to school sucks more dick than the hoes who attend it,0,1,0,0,0,0,0,0,0,0,0
97,on my way to fuck yo bitch me as a year old,0,1,0,0,0,0,0,0,0,0,0
98,how come you never bring me food i do not have a car retard,0,1,0,0,0,0,0,0,0,0,0
99,if richnow does not show up with hella tinder hoes i am not his friend anymore chill i brought like like prople,0,1,0,0,0,0,0,0,0,0,0
100,how bout them cowboys shutup pussy,0,1,0,0,0,0,0,0,0,0,0
101,lmaooooooooooo this nigga bitch want likes for some depressing shit foh,0,1,0,0,0,0,0,0,0,0,0
109,what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,0,1,0,0,0,0,0,0,0,0,0
111,you are fucking gay blacklisted hoe holding out for teh god clan anyway,0,1,0,0,0,0,0,0,0,0,0
112,the fuck be wrong with these bitches nobody knows,0,1,0,0,0,0,0,0,0,0,0
117,little stupid as bitch i do not fuck with yoooooouuuu,0,0,0,0,1,0,0,0,0,0,0
118,she really asked me that dead ass serious tho all i could say was bitch wheet lol,0,1,0,0,0,0,0,0,0,0,0
119,i am an early bird and i am a night owl so i am wise and have worms,0,1,0,0,0,0,0,0,0,0,0
120,overdosing on heavy drugs does not sound bad tonight i do that pussy shit every day,0,1,0,0,0,0,0,0,0,0,0
123,as long as the lakers trash from now on i could careless and that is real cc hahaha,0,1,0,0,0,0,0,0,0,0,0
141,glad i am getting outta atlanta nothing but a bunch of niggas in outta jail dumb bitches with mad kids fuckin em,0,1,0,0,0,0,0,0,0,0,0
102,girl you know i was spitting that g shit to you you was going lbvs bitch plz,0,1,0,0,0,0,0,0,0,0,0
103,let me make a couple tweets off cuzzo page so i will not get in twitter jail lmao bitch do not trick me again,0,1,0,0,0,0,0,0,0,0,0
106,having one loyal female is wayyyyy better than having hoes idc,0,1,0,0,0,0,0,0,0,0,0
113,y all shut up make me bitch,0,1,0,0,0,0,0,0,0,0,0
114,i hate a i am pregnant type of bitch,0,1,0,0,0,0,0,0,0,0,0
115,got bitches in the dm but i do not ever read em which is y your top,0,1,0,0,0,0,0,0,0,0,0
116,baseball season for the win yankees this is where the love started,0,1,0,0,0,0,0,0,0,0,0
121,pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures,0,1,0,0,0,0,0,0,0,0,0
122,aw fag do not tweet aw to me lol,0,1,0,0,0,0,0,0,0,0,0
124,i did not say anything tho kiss me then faggot,0,1,0,0,0,0,0,0,0,0,0
125,this the i play soccer cheat on girls and wear khaki coloured cargos haircut yup,0,1,0,0,0,0,0,0,0,0,0
127,missed calls das yo p o bitch twitter finna be screamn free money melle,0,1,0,0,0,0,0,0,0,0,0
128,ya side bitch got ta know it is rules to this shit anybody ask you my cousin from jersey thinkin bout moving lmmfao,0,1,0,0,0,0,0,0,0,0,0
130,these hoes be thinking meat will not slap they ass ainna bruh,0,1,0,0,0,0,0,0,0,0,0
135,you a woulda coulda shoulda ass hoe,0,0,0,0,0,0,0,1,0,0,0
144,being single is not an excuse to be a hoe,0,1,0,0,0,0,0,0,0,0,0
153,if you dressed up as a cat for halloween you are basic or a pussy,0,1,0,0,0,0,0,0,0,0,0
155,stop being scared to choke her during sex you bitch ass niggas she ll like it says the guy who hits women out of bed foh,0,1,0,0,0,0,0,0,0,0,0
156,ha well iguess i make them hoes loyal bro they ll never be loyal that y they hoes my nig,0,0,0,0,0,0,1,1,0,0,0
157,oh man its am you off a molly ho where the fuck ya seed at fixed,0,1,0,0,0,0,0,0,0,0,0
158,you are not a man if you refer to every girl as a bitch,1,0,0,0,0,0,0,0,0,0,0
175,charlie sheen is too real major fucking respect for charlie sheen,0,1,0,0,0,0,0,0,0,0,0
177,fuck twerking bitch can you cook,0,1,0,0,0,0,0,0,0,0,0
180,lmao fucking snake bitches em,0,0,0,0,0,0,1,1,0,0,0
104,harlem shake is just an excuse to go full retard for seconds,0,1,0,0,0,0,0,0,0,0,0
107,pussy licking pussy meow meow stop white people,0,0,0,0,1,0,0,0,0,0,0
108,check out our th man cowboys nation even with all those faggot ny fans in the stands,0,1,0,0,0,0,0,0,0,0,0
110,i am the bitch okay nudes pat wow,0,1,0,0,0,0,0,0,0,0,0
129,amo los pies fuck yeah,0,1,0,0,0,0,0,0,0,0,0
133,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,0,0,0,0,0,0,1,0,0,0,0
137,used to send that bitch up,0,1,0,0,0,0,0,0,0,0,0
142,this is not ghetto it is smart i am doing this idc,1,0,0,0,0,0,0,0,0,0,0
143,i would wife a hoe only cuz we would not care that we cheating in each other why force the relationship in the first place,0,0,0,0,0,0,1,1,0,0,0
147,bitch where you been around the world and back where you been,0,1,0,0,0,0,0,0,0,0,0
150,in every cartoon theirs alway a saving these hoes lmao lmao damn captain saveahoe,0,1,0,0,0,0,0,0,0,0,0
159,lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga,0,1,0,0,0,0,0,0,0,0,0
132,y all still going trick or treating this year or nah hell yeah i am a be da sweet tooth bandit steal bitches bags n shit,0,1,0,0,0,0,0,0,0,0,0
148,if i do not get my dick sucked at yo party by a bad bitch i am fr gone set it off by,0,1,0,0,0,0,0,0,0,0,0
149,oomf is soooo cute but he probably has hoes on him a lot,0,1,0,0,0,0,0,0,0,0,0
151,who wants to get there nose in these bad bois then scally chav sock fetish stinking hot sox and legs,0,1,0,0,0,0,0,0,0,0,0
152,i wish i was a bitch like my brother keezy ooooow i bet you do,0,1,0,0,0,0,0,0,0,0,0
154,can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it katie,0,1,0,0,0,0,0,0,0,0,0
160,peel up peel up bring it back up rewind back where i am from they move shaq from the line ooooow who tf said that trash,0,1,0,0,0,0,0,0,0,0,0
161,io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,0,1,0,0,0,0,0,0,0,0,0
162,naw it is my old tape new cover my upcoming mixtape is king of the hill yeah i am waiting on that hoe mayne,0,1,0,0,0,0,0,0,0,0,0
163,ol dirty foot ass bitches this was too funny to me,0,1,0,0,0,0,0,0,0,0,0
164,that is where i get my yellow flags for being amazing hell yeah niggy,0,1,0,0,0,0,0,0,0,0,0
165,do not got time for bitches to be actin iffy,0,0,0,0,0,0,1,0,0,0,0
166,ucfpinkparty come on stay alive knights nation this is still the early bird special come at me ut,0,0,0,0,1,0,0,0,0,0,0
167,these hoes ain t loyal no they ain t smfh wonder why nobody decent wants them,0,0,0,0,0,0,1,1,0,0,0
168,bruh you studs keep thinking i am soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe,0,1,0,0,0,0,0,0,0,0,0
169,dry pussy bitches always blame it on the condom,0,0,0,0,0,0,1,0,0,0,0
170,shut yo bitch ass up,0,1,0,0,0,0,0,0,0,0,0
171,gucci mane in jail and dropping mixtapes every month and you hoes can not even text back,0,1,0,0,0,0,0,0,0,0,0
172,you love these hoes more then money wats wrong these niggas,0,1,0,0,0,0,0,0,0,0,0
173,a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol,0,1,0,0,0,0,0,0,0,0,0
174,easy cum easy hoe that is a fact,0,1,0,0,0,0,0,0,0,0,0
176,wish i had a bae you got all the hoes tho,0,0,0,0,0,0,0,1,0,0,0
179,shut up zoe fight me pussy for zoe i am good man you are good ma am move along now,0,0,0,0,0,0,0,0,0,0,1
181,big booty hoes everywhere sheesh damn,0,1,0,0,0,0,0,0,0,0,0
182,stay tuned to for an update on the report that b will be out weeks bum,0,1,0,0,0,0,0,0,0,0,0
183,i play soccer cheat on girls and wear khaki coloured cargos haircut yes lmfao,0,0,0,0,0,0,1,0,0,0,0
185,def not cowboy lol terrell owens was the best eagle cowboy ever dude cried like a bitch on tv over romo,0,0,0,0,1,0,0,0,0,0,0
186,lmfaoooo i hate black people this is why there is black people and niggers,0,1,0,0,0,0,0,0,0,0,0
188,a pissed lad past out i would lick his dirty soles while he slept,0,1,0,0,0,0,0,0,0,0,0
189,love frat boy with soft long soles,0,1,0,0,0,0,0,0,0,0,0
190,sexy lad with hot soles and arches,0,1,0,0,0,0,0,0,0,0,0
191,nah fam i got ta cheat with the hoes depends on the female i feel,0,0,0,0,0,0,0,1,0,0,0
193,this new twitter is confusing the shit out of me go back to south america bitch,0,1,0,0,0,0,0,0,0,0,0
194,toto means ass or vagina i think pussy cause toto santi is like nasty pussy,0,1,0,0,0,0,0,0,0,0,0
195,but what if he actually does choose the ugly bitch over you her ass must be fat,0,1,0,0,0,0,0,0,0,0,0
196,bitch could not kill my vibe if ya tried dis why i love miley,0,0,0,0,1,0,0,0,0,0,0
198,birds your grandkids may never see thanks to climate change climate,0,1,0,0,0,0,0,0,0,0,0
202,i ain t never seen a bitch so obsessed with they nigga i am obsessed with mine,0,1,0,0,0,0,0,0,0,0,0
203,kobe stay talking trash but let us not forget i meant to do this one smh,0,1,0,0,0,0,0,0,0,0,0
204,at least i am not a nigger lmfao,0,1,0,0,0,0,0,0,0,0,0
205,people always asking me what i am mixed with she a bad asian bitch lol,0,1,0,0,0,0,0,0,0,0,0
206,ariza is a snake and a coward but at least he is not a cripple like your hero roach lmaoo,0,0,0,0,0,0,1,1,0,0,0
207,fosters home for imaginary trash whoa chill that show was everything tf,0,1,0,0,0,0,0,0,0,0,0
208,i am lowkey tired if you tired be quiet and go to sleep hoe,0,1,0,0,0,0,0,0,0,0,0
209,stop bringing weird niggers into my mentions,0,1,0,0,0,0,0,0,0,0,0
210,we do not love these hoes,0,0,0,0,0,0,0,1,0,0,0
20,broke bitch ca not tell me nothing,0,1,0,0,0,0,0,0,0,0,0
2,dawg you ever fuck a bitch and she start to cry you be confused as shit,0,1,0,0,0,0,0,0,0,0,0
16,bitch plz whatever,0,1,0,0,0,0,0,0,0,0,0
19,black bottle a bad bitch,0,1,0,0,0,0,0,0,0,0,0
23,fuck no that bitch do not even suck dick the kermit videos bout to fuck ig up,0,1,0,0,0,0,0,0,0,0,0
25,her pussy lips like heaven doors,0,1,0,0,0,0,0,0,0,0,0
26,hoe what its hitting for,0,1,0,0,0,0,0,0,0,0,0
31,i d say i am back to the old me but my old bitches would get excited,0,1,0,0,0,0,0,0,0,0,0
53,young pill chamberlain these bitches love my music,0,1,0,0,0,0,0,0,0,0,0
54,teanna trump probably cleaner than most of these twitter hoes but,0,0,0,0,0,0,0,1,0,0,0
62,females think dating a pussy is cute now how does doing this stuff make him a pussy,0,1,0,0,0,0,0,0,0,0,0
70,why the eggplant emoji doe y he say she looked like scream lmao,0,1,0,0,0,0,0,0,0,0,0
71,hennessey venom gt that is one sexy bitch,0,1,0,0,0,0,0,0,0,0,0
82,get worshiping bitch woof woof,0,1,0,0,0,0,0,0,0,0,0
92,when ur teacher tells you that you have homework this bitch need to go,0,1,0,0,0,0,0,0,0,0,0
94,what would you all lil ugly bald headed bitches do if they stop making make up weave,0,1,0,0,0,0,0,0,0,0,0
105,amen miley but she do not need to act like a hoe just bc she is emotionally damaged foh,0,1,0,0,0,0,0,0,0,0,0
126,i could go for a fat ass bitch on my lap same,0,1,0,0,0,0,0,0,0,0,0
131,y all bitches wit no edges be doing the most talking,0,1,0,0,0,0,0,0,0,0,0
134,if she kiss you with her eyes open watch that bitch lmfao,0,1,0,0,0,0,0,0,0,0,0
138,ugly bitches be like i am my own wcw duh bitch you ain t nobody elses,0,1,0,0,0,0,0,0,0,0,0
139,nigga you know we hacky sack hoes nah i throw no look passes lmao,0,1,0,0,0,0,0,0,0,0,0
145,white boy power bitch black power bitch,0,1,0,0,0,0,0,0,0,0,0
146,lets get drunk get blowed spit shit spark blunts fuck hoes bro white dudes have no chill,0,1,0,0,0,0,0,0,0,0,0
184,oregon chokes every year get off the field trash ass program rft,0,1,0,0,0,0,0,0,0,0,0
187,how could you do this to me bitch potent,0,0,0,0,0,0,1,1,0,0,0
192,i got hicks lol,0,1,0,0,0,0,0,0,0,0,0
197,i am tired of bitches saying i look mean nigga you big af wear tight shirts and grim everybody,0,1,0,0,0,0,0,0,0,0,0
199,stay beautiful you bitch,0,1,0,0,0,0,0,0,0,0,0
211,if yo girl ca not have homeboys you a ol weak bitch ass nigga,0,1,0,0,0,0,0,0,0,0,0
212,i think worst advice i gave you was do not be a pussy and speed up lol,0,1,0,0,0,0,0,0,0,0,0
213,quote this tweet with your favorite animal pussy,0,1,0,0,0,0,0,0,0,0,0
214,i hate when strippers tell you they are dancers hoe ballet dancers do not pop their pussy to beethoven you a stripper,0,1,0,0,0,0,0,0,0,0,0
215,andrewbryant poff has double vision after beers poff double pussy smh,0,1,0,0,0,0,0,0,0,0,0
216,when bitches twerk on the computer me in ya in ya damn,0,1,0,0,0,0,0,0,0,0,0
218,of welfare government aid is claimed by white people so you all black slander is trash now,0,1,0,0,0,0,0,0,0,0,0
220,it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro,0,1,0,0,0,0,0,0,0,0,0
221,drakes new shoes that will be released by nike jordan yes there is glitter on the shoes dudes a fag,0,1,0,0,0,0,0,0,0,0,0
223,hoes austin teach us austin i teach you how to get curved that is all i know,0,1,0,0,0,0,0,0,0,0,0
224,bitches can not cook but know how to suck dick is o to the ones that can do both,0,1,0,0,0,0,0,0,0,0,0
225,fat hoes get chose lol,0,1,0,0,0,0,0,0,0,0,0
226,hoes ai not loyal well they are hoes no one expects them to be loyal,0,0,0,0,0,0,0,1,0,0,0
227,ol bitch ass,0,1,0,0,0,0,0,0,0,0,0
228,bruh i am tired of niggas retweetin miley cyrus naked that bitch ai not no types of bad lmaooo,0,1,0,0,0,0,0,0,0,0,0
229,just because tony romo at the mavs game do not mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you,0,1,0,0,0,0,0,0,0,0,0
230,holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing,0,1,0,0,0,0,0,0,0,0,0
231,i do not want to have sex with my gf because i feel like i am using her anonymous whata faggot,0,1,0,0,0,0,0,0,0,0,0
233,if ya bitch always bitching clearly she care or just an annoying bitch,0,1,0,0,0,0,0,0,0,0,0
234,these catfish hoes thinkin they slick but niggas catching on,0,0,0,0,0,0,1,0,0,0,0
235,can not worry about a bitch that ain t worried bout me real,0,1,0,0,0,0,0,0,0,0,0
236,side hoes are for insecure niggas that can not handle a real one,0,1,0,0,0,0,0,0,0,0,0
238,my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers,0,1,0,0,0,0,0,0,0,0,0
239,i am hungry but ionn wanna spend my money on food broke hoe problems,0,1,0,0,0,0,0,0,0,0,0
240,dese hoes be lyin to all of us nigga,0,0,0,0,0,0,1,0,0,0,0
241,oh yeah fuck that bitch,0,0,0,0,0,0,0,0,0,0,1
242,eli manning just threw his nfl leading th interception of the season lmao trash,0,1,0,0,0,0,0,0,0,0,0
243,usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team he is a bitch,0,1,0,0,0,0,0,0,0,0,0
244,guess what i also have zero time for your mansplaining adios stfu pussy,0,1,0,0,0,0,0,0,0,0,0
245,chilling sexy scally lad,0,1,0,0,0,0,0,0,0,0,0
246,i ain t sharing no bitch if you mines you mines,0,1,0,0,0,0,0,0,0,0,0
247,money only impress the simple broke bitches,0,1,0,0,0,0,0,0,0,0,0
248,pisces will never be anybody is bitch they do not let people control or change them rigghhht,0,1,0,0,0,0,0,0,0,0,0
251,i am not mad cuh hahaha suure tuku ho ita,0,1,0,0,0,0,0,0,0,0,0
252,these hoes is crazy,0,1,0,0,0,0,0,0,0,0,0
17,bitch who do you love,0,1,0,0,0,0,0,0,0,0,0
253,you ain t ever gon na be a slice bitch kevin hart,0,1,0,0,0,0,0,0,0,0,0
254,oomf so fuckin fine tho dam her do not be no bitch,0,1,0,0,0,0,0,0,0,0,0
255,i wonder if the girl that gave head to boys for a drink in magaluf has twitter she probly sends nudes for fags,0,1,0,0,0,0,0,0,0,0,0
256,new sat questions yeah bitch yeah bitch call me a maybe b steve o c later d jesse pinkman,0,1,0,0,0,0,0,0,0,0,0
257,hickies in between her thighs right by her pussy its only right,0,1,0,0,0,0,0,0,0,0,0
258,would you still love me when i am no longer young and beautiful no ugly monkey ass,0,1,0,0,0,0,0,0,0,0,0
259,you all come through the front bitch i ain t coming,0,1,0,0,0,0,0,0,0,0,0
261,yea i am on my ipad i do not work this friday let us ball this faggot up i work,0,1,0,0,0,0,0,0,0,0,0
262,this scally lad would get it,0,1,0,0,0,0,0,0,0,0,0
263,gerrys halloween party halloween was yesterday stupid nigger,0,1,0,0,0,0,0,0,0,0,0
264,chrus still supahot tho walks up to teacher with test drops test in that bitch fohead,0,1,0,0,0,0,0,0,0,0,0
265,i love eating pussy lol i never get full lol i can eat that shit forever lol and ever,0,1,0,0,0,0,0,0,0,0,0
266,no slushes hoes nasty anyway fam them hoes taste like meds,0,1,0,0,0,0,0,0,0,0,0
267,no slushes hoes nasty anyway fam,0,1,0,0,0,0,0,0,0,0,0
268,bobby bitch by be getting me live as fuck hell yea i play that hoe before my workout,0,1,0,0,0,0,0,0,0,0,0
269,yo bitch is gucci mane my bitch a stoner,0,1,0,0,0,0,0,0,0,0,0
270,i can ride your bitch with no handle bars,0,1,0,0,0,0,0,0,0,0,0
271,and if you ain t a hoe get up out my traphoussseeeee,0,1,0,0,0,0,0,0,0,0,0
272,sad tv character deaths we are still bitter over stark was the man,0,1,0,0,0,0,0,0,0,0,0
273,these harbor bitches are all party bus hoes lol all,0,1,0,0,0,0,0,0,0,0,0
274,pussy love it,0,1,0,0,0,0,0,0,0,0,0
275,ultraviolence video its coming you little bitch mtv hottest lana del rey bitchy promo,0,1,0,0,0,0,0,0,0,0,0
276,on my way to fuck your bitch lmfao kittycopter,0,1,0,0,0,0,0,0,0,0,0
277,a smuggler explains how he helped fighters along the jihadi highway,0,1,0,0,0,0,0,0,0,0,0
278,aww their avis look so cute together do i got ta get ike avi on this bitch,0,1,0,0,0,0,0,0,0,0,0
279,its simple do not be a hoe do not worry about being exposed fight me why,0,1,0,0,0,0,0,0,0,0,0
280,why is this bitch boosting herself her size is not exactly the most healthy tho,0,1,0,0,0,0,0,0,0,0,0
281,bet not be no bitches kim bye,0,1,0,0,0,0,0,0,0,0,0
283,damn near got ta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco,0,1,0,0,0,0,0,0,0,0,0
284,i am making marack my girlfriend aye b you pullin hoes just like o taught you,0,1,0,0,0,0,0,0,0,0,0
285,bruno fag boy you love me,0,1,0,0,0,0,0,0,0,0,0
286,i must be a bitch you are sike naw this why we always beefing,0,1,0,0,0,0,0,0,0,0,0
287,down yankees look to rally in the bottom of the th rallycap,0,1,0,0,0,0,0,0,0,0,0
288,do not take advantage of a nice person hoes everyjuan,0,1,0,0,0,0,0,0,0,0,0
290,sad knowing that most hoes will not fuck with you bc you ain t got stacks wait till friday,0,1,0,0,0,0,0,0,0,0,0
291,cinco shit harder fucc nigga yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,0,1,0,0,0,0,0,0,0,0,0
292,ewww i said that last sunday as in the last sunday i was there read it again nigs,0,1,0,0,0,0,0,0,0,0,0
293,i only punch real niggas in the face cause a pussy nigga is gon na punch me right back strong mush or shake,0,1,0,0,0,0,0,0,0,0,0
294,my pussy still fresh something stank girls say,0,1,0,0,0,0,0,0,0,0,0
295,ass slapping is one the greatest things haha i slapped a girl on the ass she got mad i ai not get pussy for a week,0,1,0,0,0,0,0,0,0,0,0
296,yeah texans are so much better you fucking retard i see that you are mad about this,0,1,0,0,0,0,0,0,0,0,0
297,nd wtf is up with dark bitches with blonde please have several seats hoe looking like black milds out here,0,0,0,0,0,0,1,0,0,0,0
298,there is a lane some bitches need to stay in the left n get right the fuck outta our face,0,1,0,0,0,0,0,0,0,0,0
299,i hate when boys deny that they have bitches smh,0,1,0,0,0,0,0,0,0,0,0
300,ya nigs out there still saying you all do not eat butt with a straight face,0,1,0,0,0,0,0,0,0,0,0
301,i am a boss ass bitch that needs to sit in a corner,0,1,0,0,0,0,0,0,0,0,0
302,he is a hoe i can not,0,0,0,0,0,0,1,0,0,0,0
304,me and paul thinkin bout gettin rentals for da weekend oooh shit bitches betta stay out da streets,0,1,0,0,0,0,0,0,0,0,0
305,bitches hold they nigga down when he get locked up but if a nigga go to college or the military it is a different story,0,1,0,0,0,0,0,0,0,0,0
306,why do my friends hate me because you a ratchet hoe,0,1,0,0,0,0,0,0,0,0,0
307,no love for these fuck niggas hoes,0,1,0,0,0,0,0,0,0,0,0
308,hot meat sexy as fuck scally lad i would love to meet him and his trainers,0,1,0,0,0,0,0,0,0,0,0
309,sniff perved up scally lad fuck yeah,0,1,0,0,0,0,0,0,0,0,0
310,these bitches love sosa,0,1,0,0,0,0,0,0,0,0,0
311,i legit watched it for about or seconds so did i wtf prob cause were retarded smh,0,1,0,0,0,0,0,0,0,0,0
312,what should i name my cat ideas mr pussy,0,1,0,0,0,0,0,0,0,0,0
313,woof woof sexy thug boy scally,0,1,0,0,0,0,0,0,0,0,0
